,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
5233,NWL,Newell Brands Inc.,29.79,$14.6B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl,
5234,NFX,Newfield Exploration Company,29.69,$5.93B,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx,
5235,NJR,NewJersey Resources Corporation,43.2,$3.75B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr,
5236,NEU,NewMarket Corporation,396.28,$4.7B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu,
5237,NEM,Newmont Mining Corporation,37.1,$19.79B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem,
5238,NR,"Newpark Resources, Inc.",8.75,$780.48M,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nr,
5239,NEXA,Nexa Resources S.A.,16.27,$2.17B,2017,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nexa,
5240,NHF,NexPoint credit Strategies Fund,23.51,$534.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf,
5241,NXRT,"NexPoint Residential Trust, Inc.",28.77,$605.88M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nxrt,
5242,NEP,"NextEra Energy Partners, LP",38.29,$2.08B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nep,
5243,NEE,"NextEra Energy, Inc.",157,$73.85B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nee,
5244,NEE^I,"NextEra Energy, Inc.",25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^i,
5245,NEE^J,"NextEra Energy, Inc.",25.3803,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^j,
5246,NEE^K,"NextEra Energy, Inc.",25.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^k,
5247,NEE^Q,"NextEra Energy, Inc.",71.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^q,
5248,NEE^R,"NextEra Energy, Inc.",57.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nee^r,
5249,NGL,NGL ENERGY PARTNERS LP,12,$1.45B,2011,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/ngl,
5250,NGL^B,NGL ENERGY PARTNERS LP,24.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngl^b,
5251,NMK^B,"Niagara Mohawk Holdings, Inc.",97.51,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^b,
5252,NMK^C,"Niagara Mohawk Holdings, Inc.",107,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nmk^c,
5253,NLSN,Nielsen N.V.,36.58,$13.03B,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/nlsn,
5254,NKE,"Nike, Inc.",59.63,$97.29B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke,
5255,NI,"NiSource, Inc",27.1,$9.13B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ni,
5256,NL,"NL Industries, Inc.",14.05,$684.44M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/nl,
5257,NOAH,Noah Holdings Ltd.,47.19,$2.66B,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah,
5258,NE,Noble Corporation,3.96,$970.07M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ne,
5259,NBL,Noble Energy Inc.,25.54,$12.43B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbl,
5260,NBLX,Noble Midstream Partners LP,49.54,$1.78B,2016,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nblx,
5261,NOK,Nokia Corporation,5.01,$29.26B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/nok,
5262,NOMD,Nomad Foods Limited,15.56,$2.68B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/nomd,
5263,NMR,Nomura Holdings Inc ADR,5.75,$19.85B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr,
5264,OSB,Norbord Inc.,34.85,$3.01B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/osb,
5265,NAO,Nordic American Offshore Ltd,1.25,$77.48M,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nao,
5266,NAT,Nordic American Tankers Limited,4.19,$427.25M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nat,
5267,JWN,"Nordstrom, Inc.",41.34,$6.89B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/jwn,
5268,NSC,Norfolk Souther Corporation,127.48,$36.48B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/nsc,
5269,NTL,Nortel Inversora SA,46.01,$6.26B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntl,
5270,NOA,"North American Energy Partners, Inc.",4.35,$122.25M,2006,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/noa,
5271,NRT,North European Oil Royality Trust,6.83,$62.77M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nrt,
5272,NOC,Northrop Grumman Corporation,303.63,$52.86B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/noc,
5273,NRE,NorthStar Realty Europe Corp.,14.52,$804.36M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nre,
5274,NWN,Northwest Natural Gas Company,66.95,$1.92B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nwn,
5275,NWE,NorthWestern Corporation,62.59,$3.04B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/nwe,
5276,NVS,Novartis AG,84.52,$198.02B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvs,
5277,NVO,Novo Nordisk A/S,51.5,$126.21B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvo,
5278,DNOW,NOW Inc.,10.01,$1.08B,2014,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/dnow,
5279,NQ,NQ Mobile Inc.,4.33,$423.12M,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nq,
5280,NRG,"NRG Energy, Inc.",28.77,$9.11B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nrg,
5281,NYLD,"NRG Yield, Inc.",19.6,$3.62B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld,
5282,NYLD.A,"NRG Yield, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nyld.a,
5283,DCM,"NTT DOCOMO, Inc",25.77,$95.47B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dcm,
5284,NUS,"Nu Skin Enterprises, Inc.",66.2,$3.49B,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus,
5285,NUE,Nucor Corporation,55.85,$17.76B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nue,
5286,NS,Nustar Energy L.P.,27.24,$2.53B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/ns,
5287,NS^A,Nustar Energy L.P.,24.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ns^a,
5288,NS^B,Nustar Energy L.P.,22.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ns^b,
5289,NSH,"Nustar GP Holdings, LLC",14.3,$614.21M,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nsh,
5290,NSS,"NuStar Logistics, L.P.",25.05,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/nss,
5291,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,7.94,$102.89M,2014,n/a,n/a,http://www.nasdaq.com/symbol/jmlp,
5292,NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.41,$3.12B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg,
5293,NUV,Nuveen AMT-Free Municipal Value Fund,10.09,$2.09B,1987,n/a,n/a,http://www.nasdaq.com/symbol/nuv,
5294,NUW,Nuveen AMT-Free Municipal Value Fund,17.09,$255.13M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nuw,
5295,NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.65,$3.59B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nea,
5296,NAZ,Nuveen Arizona Quality Municipal Income Fund,14.6092,$170.74M,1992,n/a,n/a,http://www.nasdaq.com/symbol/naz,
5297,NBB,Nuveen Build America Bond Fund,21.745,$575.42M,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbb,
5298,NBD,Nuveen Build America Bond Opportunity Fund,22.9,$165M,2010,n/a,n/a,http://www.nasdaq.com/symbol/nbd,
5299,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,15.34,$732.38M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkx,
5300,NCB,Nuveen California Municipal Value Fund 2,17.75,$58.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncb,
5301,NCA,"Nuveen California Municipal Value Fund, Inc.",10.52,$293.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nca,
5302,NAC,Nuveen California Quality Municipal Income Fund,14.43,$2.09B,1999,n/a,n/a,http://www.nasdaq.com/symbol/nac,
5303,NTC,Nuveen Connecticut Quality Municipal Income Fund,11.99,$174.26M,1993,n/a,n/a,http://www.nasdaq.com/symbol/ntc,
5304,JCE,Nuveen Core Equity Alpha Fund,16.07,$257.47M,2007,n/a,n/a,http://www.nasdaq.com/symbol/jce,
5305,JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.84,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jco,
5306,JQC,Nuveen Credit Strategies Income Fund,8.1,$1.1B,2003,n/a,n/a,http://www.nasdaq.com/symbol/jqc,
5307,JDD,Nuveen Diversified Dividend and Income Fund,12.22,$241.25M,2003,n/a,n/a,http://www.nasdaq.com/symbol/jdd,
5308,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,18,$649.54M,2014,n/a,n/a,http://www.nasdaq.com/symbol/diax,
5309,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,9.77,$127.01M,2017,n/a,n/a,http://www.nasdaq.com/symbol/jemd,
5310,JMF,Nuveen Energy MLP Total Return Fund,10.18,$403.61M,2011,n/a,n/a,http://www.nasdaq.com/symbol/jmf,
5311,NEV,Nuveen Enhanced Municipal Value Fund,14.3,$356.79M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nev,
5312,JFR,Nuveen Floating Rate Income Fund,10.9,$618.7M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jfr,
5313,JRO,Nuveen Floating Rate Income Opportuntiy Fund,10.74,$428.8M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jro,
5314,NKG,Nuveen Georgia Quality Municipal Income Fund ,13.12,$138.41M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nkg,
5315,JGH,Nuveen Global High Income Fund,16.44,$381.94M,2014,n/a,n/a,http://www.nasdaq.com/symbol/jgh,
5316,JHA,Nuveen High Income 2020 Target Term Fund,9.86,$289.34M,2015,n/a,n/a,http://www.nasdaq.com/symbol/jha,
5317,JHY,Nuveen High Income 2020 Target Term Fund,9.9,$150.76M,2015,n/a,n/a,http://www.nasdaq.com/symbol/jhy,
5318,JHD,Nuveen High Income December 2019 Target Term Fund,10.04,$271.72M,2016,n/a,n/a,http://www.nasdaq.com/symbol/jhd,
5319,JHB,Nuveen High Income November 2021 Target Term Fund,9.87,$551.45M,2016,n/a,n/a,http://www.nasdaq.com/symbol/jhb,
5320,NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.09,$95.29M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxc,
5321,NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.48,$52.91M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxn,
5322,NID,Nuveen Intermediate Duration Municipal Term Fund,13.16,$617.33M,2012,n/a,n/a,http://www.nasdaq.com/symbol/nid,
5323,NMY,Nuveen Maryland Quality Municipal Income Fund,12.5701,$293.82M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nmy,
5324,NMT,Nuveen Massachusetts Municipal Income Fund,14.49,$135.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmt,
5325,NUM,Nuveen Michigan Quality Municipal Income Fund,13.3,$276.78M,1991,n/a,n/a,http://www.nasdaq.com/symbol/num,
5326,NMS,Nuveen Minnesota Quality Municipal Income Fund,14.7,$84.47M,2014,n/a,n/a,http://www.nasdaq.com/symbol/nms,
5327,NOM,Nuveen Missouri Quality Municipal Income Fund,15.2086,$35.62M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nom,
5328,JLS,Nuveen Mortgage Opportunity Term Fund,25.66,$407.7M,2009,n/a,n/a,http://www.nasdaq.com/symbol/jls,
5329,JMM,Nuveen Multi-Market Income Fund,7.481,$70.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmm,
5330,NHA,Nuveen Municipal 2021 Target Term Fund,9.58,$82.58M,2016,n/a,n/a,http://www.nasdaq.com/symbol/nha,
5331,NZF,Nuveen Municipal Credit Income Fund,15.24,$2.17B,2007,n/a,n/a,http://www.nasdaq.com/symbol/nzf,
5332,NMZ,Nuveen Municipal High Income Opportunity Fund,13.64,$859.94M,2003,n/a,n/a,http://www.nasdaq.com/symbol/nmz,
5333,NMI,"Nuveen Municipal Income Fund, Inc.",11.47,$97.43M,1988,n/a,n/a,http://www.nasdaq.com/symbol/nmi,
5334,NJV,Nuveen New Jersey Municipal Value Fund,14.24,$22.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv,
5335,NXJ,Nuveen New Jersey Quality Municipal Income Fund,13.59,$578.73M,2001,n/a,n/a,http://www.nasdaq.com/symbol/nxj,
5336,NRK,Nuveen New York AMT-Free Quality Municipal,12.93,$1.13B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nrk,
5337,NYV,Nuveen New York Municipal Value Fund 2,14.19,$33.34M,2009,n/a,n/a,http://www.nasdaq.com/symbol/nyv,
5338,NNY,"Nuveen New York Municipal Value Fund, Inc.",9.71,$147.7M,1988,n/a,n/a,http://www.nasdaq.com/symbol/nny,
5339,NAN,Nuveen New York Quality Municipal Income Fund,13.93,$433.59M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nan,
5340,NNC,Nuveen North Carolina Quality Municipal Income Fd,12.9714,$212.97M,1993,n/a,n/a,http://www.nasdaq.com/symbol/nnc,
5341,NUO,Nuveen Ohio Quality Municipal Income Fund,14.72,$272.64M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nuo,
5342,NPN,Nuveen Pennsylvania Municipal Value Fund,15.1682,$18.54M,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn,
5343,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,13.32,$502.89M,1991,n/a,n/a,http://www.nasdaq.com/symbol/nqp,
5344,JPC,Nuveen Preferred & Income Opportunities Fund,10.4,$1.07B,2003,n/a,n/a,http://www.nasdaq.com/symbol/jpc,
5345,JPS,Nuveen Preferred & Income Securities Fund,10.26,$2.09B,2002,n/a,n/a,http://www.nasdaq.com/symbol/jps,
5346,JPT,Nuveen Preferred and Income 2022 Term Fund,25.1301,$171.48M,2017,n/a,n/a,http://www.nasdaq.com/symbol/jpt,
5347,JPI,Nuveen Preferred and Income Term Fund,25.25,$574.62M,2012,n/a,n/a,http://www.nasdaq.com/symbol/jpi,
5348,NAD,Nuveen Quality Municipal Income Fund,13.94,$2.81B,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad,
5349,JRI,Nuveen Real Asset Income and Growth Fund,17.56,$485.23M,2012,n/a,n/a,http://www.nasdaq.com/symbol/jri,
5350,JRS,Nuveen Real Estate Fund,11.08,$320.13M,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs,
5351,BXMX,Nuveen S&P 500 Buy-Write Income Fund,14.16,$1.47B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxmx,
5352,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,16.34,$263.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spxx,
5353,NIM,Nuveen Select Maturities Municipal Fund,10.26,$127.69M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nim,
5354,NXP,Nuveen Select Tax Free Income Portfolio,14.76,$244.58M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxp,
5355,NXQ,Nuveen Select Tax Free Income Portfolio II,14.1,$249.76M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxq,
5356,NXR,Nuveen Select Tax Free Income Portfolio III,15.06,$196.47M,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxr,
5357,NSL,Nuveen Senior Income Fund,6.44,$248.72M,1999,n/a,n/a,http://www.nasdaq.com/symbol/nsl,
5358,JSD,Nuveen Short Duration Credit Opportunities Fund,16.8,$169.61M,2011,n/a,n/a,http://www.nasdaq.com/symbol/jsd,
5359,JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.82,$243.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtd,
5360,JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,13.41,$185.64M,2004,n/a,n/a,http://www.nasdaq.com/symbol/jta,
5361,NTX,Nuveen Texas Quality Municipal Income Fund,14.68,$147.2M,1991,n/a,n/a,http://www.nasdaq.com/symbol/ntx,
5362,NPV,Nuveen Virginia Quality Municipal Income Fund,13.0072,$233.26M,1993,n/a,n/a,http://www.nasdaq.com/symbol/npv,
5363,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.09,$171.44M,2013,n/a,n/a,http://www.nasdaq.com/symbol/niq,
5364,JMT,Nuven Mortgage Opportunity Term Fund 2,24.79,$120.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmt,
5365,NVR,"NVR, Inc.",3404.02,$12.73B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nvr,
5366,OAK,"Oaktree Capital Group, LLC",42.15,$6.59B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak,
5367,OSLE,Oaktree Specialty Lending Corporation,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/osle,
5368,OMP,Oasis Midstream Partners LP,18.28,$502.92M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/omp,
5369,OAS,Oasis Petroleum Inc.,9.44,$2.24B,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oas,
5370,OBE,Obsidian Energy Ltd.,1.3,$655.63M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/obe,
5371,OXY,Occidental Petroleum Corporation,68.08,$52.1B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oxy,
5372,OII,"Oceaneering International, Inc.",18.79,$1.85B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/oii,
5373,OZM,Och-Ziff Capital Management Group LLC,3.07,$1.61B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm,
5374,OCIP,OCI Partners LP,7.2,$626.38M,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ocip,
5375,OCN,Ocwen Financial Corporation,3.11,$406.97M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn,
5376,OFG,OFG Bancorp,9.3,$408.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg,
5377,OFG^A,OFG Bancorp,24,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a,
5378,OFG^B,OFG Bancorp,22.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^b,
5379,OFG^D,OFG Bancorp,23.395,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^d,
5380,OGE,OGE Energy Corporation,35.13,$7.02B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge,
5381,OIBR.C,Oi S.A.,n/a,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/oibr.c,
5382,OIS,"Oil States International, Inc.",22.7,$1.16B,2001,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/ois,
5383,ODC,Oil-Dri Corporation Of America,44.14,$322.07M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc,
5384,ORI,Old Republic International Corporation,20.85,$5.45B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori,
5385,OLN,Olin Corporation,36.69,$6.11B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln,
5386,OMAA,OM Asset Management plc,24.84,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/omaa,
5387,OMAM,OM Asset Management plc,16.04,$1.76B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/omam,
5388,OHI,"Omega Healthcare Investors, Inc.",26.84,$5.32B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ohi,
5389,OME,Omega Protein Corporation,22,$494.54M,1998,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ome,
5390,OMC,Omnicom Group Inc.,68.84,$15.87B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc,
5391,OMN,OMNOVA Solutions Inc.,10.9,$489.05M,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/omn,
5392,ASGN,"On Assignment, Inc.",63,$3.28B,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn,
5393,ONDK,"On Deck Capital, Inc.",4.88,$359.34M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ondk,
5394,OGS,"ONE Gas, Inc.",77.3,$4.04B,2014,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ogs,
5395,OLP,"One Liberty Properties, Inc.",26.67,$500.92M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/olp,
5396,OMF,"OneMain Holdings, Inc.",24.25,$3.28B,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/omf,
5397,OKE,"ONEOK, Inc.",50.02,$19.18B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/oke,
5398,OOMA,"Ooma, Inc.",10,$184.73M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/ooma,
5399,OPY,"Oppenheimer Holdings, Inc.",27.05,$354.61M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy,
5400,ORCL,Oracle Corporation,48.88,$204B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl,
5401,ORAN,Orange,17.05,$45.33B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oran,
5402,OA,"Orbital ATK, Inc.",132.3,$7.63B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/oa,
5403,ORC,"Orchid Island Capital, Inc.",9.87,$455.76M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc,
5404,OEC,Orion Engineered Carbons S.A,24.05,$1.43B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oec,
5405,ORN,"Orion Group Holdings, Inc.",7.78,$219.39M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/orn,
5406,IX,Orix Corp Ads,83.7,$21.45B,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/ix,
5407,ORA,"Ormat Technologies, Inc.",64.56,$3.27B,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora,
5408,OSK,Oshkosh Corporation,85.76,$6.45B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/osk,
5409,OR,Osisko Gold Royalties Ltd,12.06,$1.89B,2016,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/or,
5410,OUT,OUTFRONT Media Inc.,24.12,$3.34B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out,
5411,OSG,"Overseas Shipholding Group, Inc.",2.68,$201.12M,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg,
5412,OMI,"Owens & Minor, Inc.",18.39,$1.13B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/omi,
5413,OC,Owens Corning Inc,87.86,$9.77B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/oc,
5414,OI,"Owens-Illinois, Inc.",23.21,$3.78B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/oi,
5415,OXM,"Oxford Industries, Inc.",64.81,$1.09B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/oxm,
5416,PAI,"Pacific American Income Shares, Inc.",15.76,$149.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pai,
5417,ROYT,Pacific Coast Oil Trust,1.67,$64.43M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royt,
5418,PCG,Pacific Gas & Electric Co.,54.19,$27.88B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pcg,
5419,PKG,Packaging Corporation of America,111.42,$10.51B,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg,
5420,PANW,"Palo Alto Networks, Inc.",150.67,$13.84B,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw,
5421,PAM,Pampa Energia S.A.,65.44,$4.81B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam,
5422,P,"Pandora Media, Inc.",5.31,$1.32B,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/p,
5423,PHX,Panhandle Royalty Company,20.15,$335.92M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/phx,
5424,PAR,PAR Technology Corporation,8.02,$128.38M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/par,
5425,PGRE,"Paramount Group, Inc.",16.25,$3.9B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pgre,
5426,PKE,Park Electrochemical Corporation,19.41,$392.81M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke,
5427,PK,Park Hotels & Resorts Inc.,28.7,$6.17B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pk,
5428,PKD,Parker Drilling Company,1.03,$143.06M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pkd,
5429,PH,Parker-Hannifin Corporation,183.81,$24.49B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph,
5430,PE,"Parsley Energy, Inc.",26.4,$8.3B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pe,
5431,PRE^F,PartnerRe Ltd.,25.513,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^f,
5432,PRE^G,PartnerRe Ltd.,27.1724,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^g,
5433,PRE^H,PartnerRe Ltd.,29.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^h,
